,Unnamed: 0,model,trial,Target ID,Selection Metric,nb_epoch,learning_rate,n_tasks,graph_conv_layers,dense_layer_size,dropout,mode,number_atom_features,loss_func,module__layers,module__dropout_rate,module__activation,optimizer__lr,max_epochs,on_epoch,train_loss,val_loss,max_depth,n_estimators,C,kernel,n_neighbors,strategy
0,0,GCN,0,CHEMBL262,Oracle,200.0,0.001,1.0,"[256, 256]",256.0,0.0,regression,30.0,<deepchem.models.losses.L2Loss object at 0x14afa01c3d30>,,,,,,,,,,,,,,
1,1,GCN,1,CHEMBL262,Oracle,100.0,0.001,1.0,"[64, 64]",64.0,0.0,regression,30.0,<deepchem.models.losses.L2Loss object at 0x149b2e62f610>,,,,,,,,,,,,,,
2,2,GCN,2,CHEMBL262,Oracle,200.0,0.001,1.0,"[512, 512]",512.0,0.0,regression,30.0,<deepchem.models.losses.L2Loss object at 0x14afa44b4eb0>,,,,,,,,,,,,,,
3,3,GCN,3,CHEMBL262,Oracle,200.0,0.001,1.0,"[256, 256]",512.0,0.0,regression,30.0,<deepchem.models.losses.L2Loss object at 0x149a800d83a0>,,,,,,,,,,,,,,
4,4,GCN,4,CHEMBL262,Oracle,200.0,0.001,1.0,"[256, 256]",512.0,0.0,regression,30.0,<deepchem.models.losses.L2Loss object at 0x149b2eabab80>,,,,,,,,,,,,,,
5,5,DNN,0,CHEMBL262,Oracle,,,,,,,,,,"(100, 250, 500)",0.0,tanh,0.01,200.0,18.0,0.0608046370509423,0.5198381167606129,,,,,,
6,6,DNN,1,CHEMBL262,Oracle,,,,,,,,,,"(250, 250)",0.0,tanh,0.001,200.0,11.0,0.2196203470230102,0.4712002511387949,,,,,,
7,7,DNN,2,CHEMBL262,Oracle,,,,,,,,,,"(100, 100)",0.0,tanh,0.001,200.0,17.0,0.2690151231853585,0.4712569255011224,,,,,,
8,8,DNN,3,CHEMBL262,Oracle,,,,,,,,,,"(100, 250, 500)",0.0,tanh,0.01,200.0,24.0,0.0362231595147597,0.4497038515679434,,,,,,
9,9,DNN,4,CHEMBL262,Oracle,,,,,,,,,,"(250, 250)",0.0,tanh,0.01,200.0,32.0,0.0950731803712092,0.4712761827784766,,,,,,
10,10,XGBoost,0,CHEMBL262,Oracle,,0.1,,,,,,,,,,,,,,,,10.0,100.0,,,,
11,11,XGBoost,1,CHEMBL262,Oracle,,0.1,,,,,,,,,,,,,,,,10.0,100.0,,,,
12,12,XGBoost,2,CHEMBL262,Oracle,,0.1,,,,,,,,,,,,,,,,5.0,100.0,,,,
13,13,XGBoost,3,CHEMBL262,Oracle,,0.1,,,,,,,,,,,,,,,,5.0,100.0,,,,
14,14,XGBoost,4,CHEMBL262,Oracle,,0.1,,,,,,,,,,,,,,,,5.0,250.0,,,,
15,15,SVR,0,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,10.0,<function tanimoto_from_sparse at 0x14b0da2c4ee0>,,
16,16,SVR,1,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,10.0,<function tanimoto_from_sparse at 0x14b0da2c4ee0>,,
17,17,SVR,2,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,10.0,<function tanimoto_from_sparse at 0x14b0da2c4ee0>,,
18,18,SVR,3,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,10.0,<function tanimoto_from_sparse at 0x14b0da2c4ee0>,,
19,19,SVR,4,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,100.0,<function tanimoto_from_sparse at 0x14b0da2c4ee0>,,
20,20,kNN,0,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,5.0,
21,21,kNN,1,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,5.0,
22,22,kNN,2,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,5.0,
23,23,kNN,3,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,5.0,
24,24,kNN,4,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,5.0,
25,25,MR,0,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,,median
26,26,MR,1,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,,median
27,27,MR,2,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,,median
28,28,MR,3,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,,median
29,29,MR,4,CHEMBL262,Oracle,,,,,,,,,,,,,,,,,,,,,,,median
